insee,commune,departement,travail_insee,travail_commune,travail_departement,latitude,longitude,emplois,habitants,menages,pers_par_menages,unite_conso_menages,revenu_median,travail_latitude,travail_longitude,travail_emplois,distance_oiseau_km,distance_auto_km,duree_auto_minutes,distance_velo_km,duree_velo_minutes,2009,2014,2009_inter,2014_inter,2009_extra,2014_extra,2009_extra_travail_commune,extra_travail_commune_2014
31458,ROQUES,31,31433,PORTET-SUR-GARONNE,31,43.50741454,1.354586276,947,4402,1736,4449,2919,22748,43.52939527,1.402519557,3147,4.6,15.8,15,7.1,31,1496,2058,280,437,1216,1621,132,134
31458,ROQUES,31,31555,TOULOUSE,31,43.50741454,1.354586276,947,4402,1736,4449,2919,22748,43.59638143,1.431672934,71878,11.7,27.2,24,14.7,63,1496,2058,280,437,1216,1621,600,779
31458,ROQUES,31,31069,BLAGNAC,31,43.50741454,1.354586276,947,4402,1736,4449,2919,22748,43.64218679,1.378869411,6700,15.1,30.1,25,20.4,89,0,2058,0,437,0,1621,0,115
31459,ROQUESERIERE,31,31555,TOULOUSE,31,43.73372474,1.637734023,23,731,264,712,466,25287,43.59638143,1.431672934,71878,22.5,34.4,31,28.5,120,327,0,41,0,285,0,108,0
31460,ROQUETTES,31,31433,PORTET-SUR-GARONNE,31,43.49473648,1.374166164,140,4182,1718,4239,2836,23741,43.52939527,1.402519557,3147,4.5,7.8,13,6.8,30,1581,1869,193,292,1388,1577,114,116
31460,ROQUETTES,31,31555,TOULOUSE,31,43.49473648,1.374166164,140,4182,1718,4239,2836,23741,43.59638143,1.431672934,71878,12.2,19.2,23,14.9,65,1581,1869,193,292,1388,1577,714,786
31460,ROQUETTES,31,31395,MURET,31,43.49473648,1.374166164,140,4182,1718,4239,2836,23741,43.44910778,1.307846794,3402,7.4,12.5,19,9.7,45,0,1869,0,292,0,1577,0,126
31462,ROUFFIAC-TOLOSAN,31,31555,TOULOUSE,31,43.66389734,1.525419431,487,1994,806,2056,1376,29231,43.59638143,1.431672934,71878,10.6,18.6,26,13.0,56,783,942,117,172,666,770,323,343
31466,SAIGUEDE,31,31555,TOULOUSE,31,43.52337695,1.142317515,18,791,279,796,502,23399,43.59638143,1.431672934,71878,24.7,37.1,36,28.2,120,0,353,0,45,0,308,0,136
31467,SAINT-ALBAN,31,31022,AUCAMVILLE,31,43.69277089,1.412605248,1208,5870,2370,5915,3932,22109,43.67139681,1.423709108,1028,2.5,2.9,7,3.0,13,2716,2705,532,539,2184,2166,128,114
31467,SAINT-ALBAN,31,31069,BLAGNAC,31,43.69277089,1.412605248,1208,5870,2370,5915,3932,22109,43.64218679,1.378869411,6700,6.2,20.3,21,12.9,57,2716,0,532,0,2184,0,112,0
31467,SAINT-ALBAN,31,31555,TOULOUSE,31,43.69277089,1.412605248,1208,5870,2370,5915,3932,22109,43.59638143,1.431672934,71878,10.8,19.3,23,12.1,53,2716,2705,532,539,2184,2166,1104,1133
31467,SAINT-ALBAN,31,31182,FENOUILLET,31,43.69277089,1.412605248,1208,5870,2370,5915,3932,22109,43.6848099,1.390520535,1253,2.0,3.5,8,3.2,14,2716,0,532,0,2184,0,108,0
31475,SAINT-CLAR-DE-RIVIERE,31,31555,TOULOUSE,31,43.47589838,1.20896844,47,1252,516,1345,877,21919,43.59638143,1.431672934,71878,22.4,32.2,32,27.9,118,545,586,83,84,462,501,200,183
31478,SAINT-FELIX-LAURAGAIS,31,31451,REVEL,31,43.45059419,1.901729584,121,1289,546,1297,886,19908,43.46560378,1.996893941,1508,7.9,11.2,12,10.7,44,539,0,144,0,395,0,108,0
31480,SAINTE-FOY-D'AIGREFEUILLE,31,31555,TOULOUSE,31,43.5509541,1.603013672,237,1976,749,2122,1365,27398,43.59638143,1.431672934,71878,14.7,27.4,37,18.2,78,963,1102,144,174,818,928,405,458
31481,SAINTE-FOY-DE-PEYROLIERES,31,31499,SAINT-LYS,31,43.48089867,1.136932095,95,2064,748,2007,1302,22417,43.51000733,1.199557119,567,6.0,8.3,13,8.4,35,956,0,193,0,763,0,104,0
31481,SAINTE-FOY-DE-PEYROLIERES,31,31555,TOULOUSE,31,43.48089867,1.136932095,95,2064,748,2007,1302,22417,43.59638143,1.431672934,71878,27.0,36.1,39,33.5,142,956,985,193,209,763,776,225,278
31483,SAINT-GAUDENS,31,31555,TOULOUSE,31,43.11992608,0.726613564,2364,11255,5703,11110,8099,18191,43.59638143,1.431672934,71878,77.8,94.8,66,96.0,402,3901,0,2723,0,1177,0,103,0
31483,SAINT-GAUDENS,31,31175,ESTANCARBON,31,43.11992608,0.726613564,2364,11255,5703,11110,8099,18191,43.1088526,0.781108336,453,4.6,6.1,10,6.2,26,3901,3580,2723,2446,1177,1134,114,132
31484,SAINT-GENIES-BELLEVUE,31,31555,TOULOUSE,31,43.68488508,1.480470334,82,2247,950,2424,1607,26203,43.59638143,1.431672934,71878,10.6,16.8,25,12.1,53,985,1052,148,120,837,932,404,420
31486,SAINT-HILAIRE,31,31555,TOULOUSE,31,43.42065048,1.268752202,35,1059,403,1090,706,22806,43.59638143,1.431672934,71878,23.6,30.5,32,27.6,117,489,494,54,47,436,447,166,146
31486,SAINT-HILAIRE,31,31395,MURET,31,43.42065048,1.268752202,35,1059,403,1090,706,22806,43.44910778,1.307846794,3402,4.5,7.1,9,6.0,28,489,0,54,0,436,0,108,0
31488,SAINT-JEAN,31,31149,COLOMIERS,31,43.66320002,1.500802136,1544,10386,4565,10690,7268,24340,43.61155151,1.327002184,6448,15.1,24.0,28,20.7,91,4552,4578,852,764,3700,3814,132,122
31488,SAINT-JEAN,31,31069,BLAGNAC,31,43.66320002,1.500802136,1544,10386,4565,10690,7268,24340,43.64218679,1.378869411,6700,10.1,18.9,23,15.7,69,4552,4578,852,764,3700,3814,160,173
31488,SAINT-JEAN,31,31561,L'UNION,31,43.66320002,1.500802136,1544,10386,4565,10690,7268,24340,43.65424704,1.483948473,2557,1.7,3.3,9,2.9,13,4552,4578,852,764,3700,3814,284,259
31488,SAINT-JEAN,31,31044,BALMA,31,43.66320002,1.500802136,1544,10386,4565,10690,7268,24340,43.61152587,1.504591383,3761,5.8,8.4,17,8.8,40,4552,4578,852,764,3700,3814,188,231
31488,SAINT-JEAN,31,31555,TOULOUSE,31,43.66320002,1.500802136,1544,10386,4565,10690,7268,24340,43.59638143,1.431672934,71878,9.3,17.9,25,11.6,50,4552,4578,852,764,3700,3814,1960,2002
31490,SAINT-JORY,31,31069,BLAGNAC,31,43.73934411,1.356254546,771,5673,2128,5676,3674,21192,43.64218679,1.378869411,6700,11.0,21.8,24,14.2,68,2412,2729,567,688,1845,2041,184,177
31490,SAINT-JORY,31,31555,TOULOUSE,31,43.73934411,1.356254546,771,5673,2128,5676,3674,21192,43.59638143,1.431672934,71878,17.0,20.8,26,19.3,84,2412,2729,567,688,1845,2041,709,895
31495,SAINT-LEON,31,31555,TOULOUSE,31,43.39700085,1.562844604,28,1238,429,1254,784,22348,43.59638143,1.431672934,71878,24.6,40.2,38,30.2,132,494,682,83,154,411,528,121,203
31497,SAINT-LOUP-CAMMAS,31,31555,TOULOUSE,31,43.69785859,1.47992781,78,1898,775,2167,1391,24686,43.59638143,1.431672934,71878,11.9,18.1,28,13.8,61,924,910,120,142,804,768,412,376
31499,SAINT-LYS,31,31149,COLOMIERS,31,43.51000733,1.199557119,567,9067,3500,8976,5891,21463,43.61155151,1.327002184,6448,15.3,23.2,26,19.4,89,3700,3910,915,787,2785,3123,240,320
31499,SAINT-LYS,31,31187,FONSORBES,31,43.51000733,1.199557119,567,9067,3500,8976,5891,21463,43.53176957,1.238636706,702,4.0,6.4,10,5.7,24,0,3910,0,787,0,3123,0,138
31499,SAINT-LYS,31,31395,MURET,31,43.51000733,1.199557119,567,9067,3500,8976,5891,21463,43.44910778,1.307846794,3402,11.1,19.4,21,15.2,64,3700,3910,915,787,2785,3123,177,172
31499,SAINT-LYS,31,31433,PORTET-SUR-GARONNE,31,43.51000733,1.199557119,567,9067,3500,8976,5891,21463,43.52939527,1.402519557,3147,16.5,23.5,27,21.4,90,3700,3910,915,787,2785,3123,106,108
31499,SAINT-LYS,31,31069,BLAGNAC,31,43.51000733,1.199557119,567,9067,3500,8976,5891,21463,43.64218679,1.378869411,6700,20.6,32.2,33,26.9,122,3700,3910,915,787,2785,3123,181,197
31499,SAINT-LYS,31,31555,TOULOUSE,31,43.51000733,1.199557119,567,9067,3500,8976,5891,21463,43.59638143,1.431672934,71878,21.0,34.9,37,24.5,115,3700,3910,915,787,2785,3123,1035,1235
31500,SAINT-MAMET,31,31042,BAGNERES-DE-LUCHON,31,42.77214978,0.630003335,19,559,270,566,405,18718,42.73614773,0.626640396,594,4.0,11.0,17,10.7,47,216,262,42,62,174,200,131,113
31506,SAINT-ORENS-DE-GAMEVILLE,31,31069,BLAGNAC,31,43.55907877,1.535137106,1756,11581,4995,11673,8009,24851,43.64218679,1.378869411,6700,15.6,25.0,27,19.8,86,4666,4722,1133,1086,3533,3636,122,138
31506,SAINT-ORENS-DE-GAMEVILLE,31,31446,RAMONVILLE-SAINT-AGNE,31,43.55907877,1.535137106,1756,11581,4995,11673,8009,24851,43.54418379,1.477823728,2185,4.9,8.3,17,8.9,39,4666,0,1133,0,3533,0,114,0
31506,SAINT-ORENS-DE-GAMEVILLE,31,31044,BALMA,31,43.55907877,1.535137106,1756,11581,4995,11673,8009,24851,43.61152587,1.504591383,3761,6.3,9.6,17,8.9,38,4666,4722,1133,1086,3533,3636,104,148
31506,SAINT-ORENS-DE-GAMEVILLE,31,31254,LABEGE,31,43.55907877,1.535137106,1756,11581,4995,11673,8009,24851,43.53913772,1.520620711,5630,2.5,4.8,9,4.0,17,4666,4722,1133,1086,3533,3636,349,450
31506,SAINT-ORENS-DE-GAMEVILLE,31,31555,TOULOUSE,31,43.55907877,1.535137106,1756,11581,4995,11673,8009,24851,43.59638143,1.431672934,71878,9.3,20.8,28,11.9,52,4666,4722,1133,1086,3533,3636,2060,1992
31507,SAINT-PAUL-SUR-SAVE,31,31555,TOULOUSE,31,43.69951639,1.22058648,36,1471,619,1514,1000,20931,43.59638143,1.431672934,71878,20.5,25.3,33,24.9,105,610,720,85,101,525,619,170,223
31507,SAINT-PAUL-SUR-SAVE,31,31069,BLAGNAC,31,43.69951639,1.22058648,36,1471,619,1514,1000,20931,43.64218679,1.378869411,6700,14.2,17.4,24,17.1,73,610,720,85,101,525,619,117,139
31512,SAINT-PIERRE-DE-LAGES,31,31555,TOULOUSE,31,43.56819595,1.626844946,49,808,264,829,506,26086,43.59638143,1.431672934,71878,16.0,29.9,36,20.0,85,360,364,51,34,308,329,186,143
31516,SAINT-SAUVEUR,31,31555,TOULOUSE,31,43.75134093,1.395791172,377,1782,632,1712,1105,23653,43.59638143,1.431672934,71878,17.5,20.6,26,19.7,86,868,808,156,141,711,666,223,258
31517,SAINT-SULPICE-SUR-LEZE,31,31555,TOULOUSE,31,43.32455294,1.341273723,202,2196,927,2284,1520,19274,43.59638143,1.431672934,71878,31.1,46.5,40,38.1,162,822,907,238,264,584,642,214,208
31526,LA SALVETAT-SAINT-GILLES,31,31069,BLAGNAC,31,43.57548002,1.266163199,369,7512,3091,8172,5306,24700,43.64218679,1.378869411,6700,11.7,18.1,18,17.5,74,3412,3723,452,596,2960,3127,320,342
31526,LA SALVETAT-SAINT-GILLES,31,31149,COLOMIERS,31,43.57548002,1.266163199,369,7512,3091,8172,5306,24700,43.61155151,1.327002184,6448,6.3,9.1,10,8.5,37,3412,3723,452,596,2960,3127,396,423
31526,LA SALVETAT-SAINT-GILLES,31,31424,PLAISANCE-DU-TOUCH,31,43.57548002,1.266163199,369,7512,3091,8172,5306,24700,43.55759164,1.285858118,1575,2.5,4.2,9,4.1,17,3412,3723,452,596,2960,3127,112,105
31526,LA SALVETAT-SAINT-GILLES,31,31555,TOULOUSE,31,43.57548002,1.266163199,369,7512,3091,8172,5306,24700,43.59638143,1.431672934,71878,13.5,18.5,21,15.0,65,3412,3723,452,596,2960,3127,1364,1439
31526,LA SALVETAT-SAINT-GILLES,31,31557,TOURNEFEUILLE,31,43.57548002,1.266163199,369,7512,3091,8172,5306,24700,43.57819186,1.335006978,1958,5.6,6.8,15,7.1,29,3412,3723,452,596,2960,3127,120,103
31533,SAUBENS,31,31555,TOULOUSE,31,43.47931349,1.359599413,42,2151,781,2211,1401,25026,43.59638143,1.431672934,71878,14.3,22.2,26,17.2,75,857,946,154,121,704,825,392,396
31535,SAUVETERRE-DE-COMMINGES,31,31483,SAINT-GAUDENS,31,43.03366132,0.672650254,18,670,297,645,452,18782,43.11992608,0.726613564,2364,10.5,13.0,18,12.6,53,0,250,0,57,0,193,0,120
31541,SEILH,31,31149,COLOMIERS,31,43.69009538,1.356750072,263,3109,1361,3099,2121,26852,43.61155151,1.327002184,6448,9.1,17.0,20,11.7,51,1735,1767,218,253,1517,1514,113,112
31541,SEILH,31,31555,TOULOUSE,31,43.69009538,1.356750072,263,3109,1361,3099,2121,26852,43.59638143,1.431672934,71878,12.0,16.3,21,14.1,60,1735,1767,218,253,1517,1514,512,576
31541,SEILH,31,31069,BLAGNAC,31,43.69009538,1.356750072,263,3109,1361,3099,2121,26852,43.64218679,1.378869411,6700,5.6,8.4,12,6.9,31,1735,1767,218,253,1517,1514,428,378
31547,SEYSSES,31,31555,TOULOUSE,31,43.49889158,1.286905756,648,8193,2918,7398,4910,22127,43.59638143,1.431672934,71878,15.9,26.9,28,19.0,82,3021,3133,667,646,2354,2487,1098,1141
31547,SEYSSES,31,31433,PORTET-SUR-GARONNE,31,43.49889158,1.286905756,648,8193,2918,7398,4910,22127,43.52939527,1.402519557,3147,9.9,15.4,18,13.4,56,3021,3133,667,646,2354,2487,113,104
31547,SEYSSES,31,31395,MURET,31,43.49889158,1.286905756,648,8193,2918,7398,4910,22127,43.44910778,1.307846794,3402,5.8,12.3,13,11.0,48,3021,3133,667,646,2354,2487,248,257
31547,SEYSSES,31,31149,COLOMIERS,31,43.49889158,1.286905756,648,8193,2918,7398,4910,22127,43.61155151,1.327002184,6448,12.9,30.9,30,17.6,75,0,3133,0,646,0,2487,0,124
31553,THIL,31,31555,TOULOUSE,31,43.71015159,1.153020566,20,1175,436,1176,757,22623,43.59638143,1.431672934,71878,25.7,33.4,41,32.2,136,532,540,84,95,448,445,168,153
