commune;insee;total_personne_entrante;total_personne_partante;Balance;;km_parcourut_entrant;km_parcourut_partant;Balance_des_km_parcourut;total_emissionCO2_km_entrant;CO2_km;emissionCO2_km_sortant;emissionCO2_km_balance_km_total;total_des_revenus_medians_des_communes_entrantes;total_des_revenus_medians_des_communes_entrantes;balance_des_revenus_medians;km_moyen_par_les_partants;km_moyen_par_les_entrants;Balance_deskm_parEnt_Sor;emissionCO2_km_total_km_partant;emissionCO2_km_total_km_entrant;emissionCO2_km_balance;Minute_emi_par_km;total_min_emi;total_min_immi;total_balance_min;taux_emploi;emplois;habitants;menages;pers_par_menages;unite_conso_menages;revenu_median;Nombre_actifs_2015;inter_voiture;extra_voiture;extra_sansvoiture;avec voiture ;sansvoiture;Inter_voiture_ternary;extra_voiture_ternary;sansvoiture_ternary;2015_extra_csp1;2015_extra_csp2;2015_extra_csp3;cadre_extra_ternary;inter_extra_ternary;ouvrier_extra_ternary;2015_inter_csp1;2015_inter_csp2;2015_inter_csp3;cadre_intra_ternary;inter_intra_ternary;ouvrier_intra_ternary;INTRA_CADRE;OUVRIER_INTRA
PEZILLA-LA-RIVIERE;66140;0;430;-430;;0;17;-17;0;;2295;-2295;0;18230;18230;25.29411765;0;-25.29411765;3414.705882;0;-3414.705882;#DIV/0!;10.5;0;10.5;37.94616735;153;3418;1421;3448;2314;18230;1297;233;863;201;84.50269854;15.49730146;17.96453354;66.538165;15.49730146;123;314;502;13.09904153;33.43982961;53.46112886;3448;118;185;91.92215409;3.145827779;4.932018128;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MILLAS;66108;0;431;-431;;0;31;-31;0;;4185;-4185;0;17729;17729;13.90322581;0;-13.90322581;1876.935484;0;-1876.935484;#DIV/0!;13;0;13;33.63066538;361;4148;1685;3926;2676;17729;1395;245;945;205;85.3046595;14.6953405;17.56272401;67.74193548;14.6953405;105;330;565;10.5;33;56.5;3926;155;175;92.2462406;3.641917293;4.111842105;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SALLES-D'AUDE;11370;0;432;-432;;0;18;-18;0;;2430;-2430;0;19247;19247;24;0;-24;3240;0;-3240;#DIV/0!;12.5;0;12.5;37.10392902;107;3156;1327;3222;2167;19247;1171;214;840;117;90.00853971;9.99146029;18.27497865;71.73356106;9.99146029;142;333;415;15.95505618;37.41573034;46.62921348;3222;95;136;93.31016507;2.751230814;3.938604112;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VIC-LA-GARDIOLE;34333;0;437;-437;;0;41;-41;0;;5535;-5535;0;39528;39528;10.65853659;0;-10.65853659;1438.902439;0;-1438.902439;#DIV/0!;22;0;22;44.0570523;263;3155;1478;3240;2256;19764;1390;175;965;250;82.01438849;17.98561151;12.58992806;69.42446043;17.98561151;205;350;510;19.24882629;32.86384977;47.88732394;3240;120;110;93.37175793;3.458213256;3.170028818;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PUJAUDRAN;32334;0;440;-440;;0;49;-49;0;;6615;-6615;0;51966;51966;8.979591837;0;-8.979591837;1212.244898;0;-1212.244898;#DIV/0!;14.66666667;0;14.66666667;46.09978918;69;1423;546;1471;950;25983;656;41;543;72;89.02439024;10.97560976;6.25;82.77439024;10.97560976;193;188;194;33.56521739;32.69565217;33.73913043;1471;15;35;96.71268902;0.986193294;2.301117686;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AUBORD;30020;0;444;-444;;0;16;-16;0;;2160;-2160;0;21011;21011;27.75;0;-27.75;3746.25;0;-3746.25;#DIV/0!;14;0;14;43.50165563;173;2416;897;2466;1595;21011;1051;125;747;179;82.96860133;17.03139867;11.89343482;71.07516651;17.03139867;160;260;415;19.16167665;31.13772455;49.7005988;2466;72;99;93.51535836;2.730375427;3.754266212;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAVERDUN;9282;0;448;-448;;0;95;-95;0;;12825;-12825;0;58014;58014;4.715789474;0;-4.715789474;636.6315789;0;-636.6315789;#DIV/0!;21.5;0;21.5;38.21382568;467;4658;1945;4539;3082;19338;1780;365;985;430;75.84269663;24.15730337;20.50561798;55.33707865;24.15730337;195;310;615;17.41071429;27.67857143;54.91071429;4539;205;370;88.7563551;4.008603833;7.235041064;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAGNAC-LES-MINES;81048;0;448;-448;;0;8;-8;0;;1080;-1080;0;19017;19017;56;0;-56;7560;0;-7560;#DIV/0!;8.5;0;8.5;37.24425887;165;2395;1108;2484;1717;19017;892;114;711;66;92.59259259;7.407407407;12.79461279;79.7979798;7.407407407;57;245;449;7.58988016;32.62316911;59.78695073;2484;38;89;95.13596323;1.45538108;3.408655687;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AUBIN;12013;0;451;-451;;0;14;-14;0;;1890;-1890;0;37872;37872;32.21428571;0;-32.21428571;4348.928571;0;-4348.928571;#DIV/0!;8;0;8;33.7191358;326;3888;1780;3707;2653;18936;1311;283;901;127;90.31273837;9.687261632;21.58657513;68.72616323;9.687261632;90;211;672;9.249743063;21.68550874;69.0647482;3707;95;192;92.81422133;2.378567852;4.807210816;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTBAZIN;34165;0;452;-452;;0;50;-50;0;;6750;-6750;0;41282;41282;9.04;0;-9.04;1220.4;0;-1220.4;#DIV/0!;23.66666667;0;23.66666667;41.88376754;102;2994;1123;2945;1919;20641;1254;217;899;139;88.92430279;11.07569721;17.29083665;71.63346614;11.07569721;203;355;387;21.48148148;37.56613757;40.95238095;2945;134;130;91.77313805;4.175755687;4.051106264;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LE FAUGA;31181;0;460;-460;;0;39;-39;0;;5265;-5265;0;43892;43892;11.79487179;0;-11.79487179;1592.307692;0;-1592.307692;#DIV/0!;11.33333333;0;11.33333333;46.93877551;132;1960;719;2026;1284;21946;920;112;725;82;91.07725789;8.922742111;12.18715996;78.89009793;8.922742111;121;263;387;15.69390402;34.11154345;50.19455253;2026;70;55;94.18874942;3.254300325;2.556950256;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LLUPIA;66101;0;460;-460;;0;23;-23;0;;3105;-3105;0;41590;41590;20;0;-20;2700;0;-2700;#DIV/0!;11;0;11;37.67820774;81;1964;828;1979;1351;20795;740;85;545;110;85.13513514;14.86486486;11.48648649;73.64864865;14.86486486;60;240;315;9.756097561;39.02439024;51.2195122;1979;35;65;95.18999519;1.683501684;3.126503127;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SALLES-LA-SOURCE;12254;0;461;-461;;0;23;-23;0;;3105;-3105;0;45508;45508;20.04347826;0;-20.04347826;2705.869565;0;-2705.869565;#DIV/0!;10;0;10;44.05626134;179;2204;849;2139;1423;22754;971;193;723;55;94.33573635;5.664263646;19.87641607;74.45932029;5.664263646;145;286;314;19.46308725;38.38926174;42.14765101;2139;135;35;92.63750541;5.846686877;1.515807709;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-NAZAIRE;30288;0;461;-461;;0;15;-15;0;;2025;-2025;0;37278;37278;30.73333333;0;-30.73333333;4149;0;-4149;#DIV/0!;6.5;0;6.5;36.24161074;62;1192;512;1218;821;17407;432;24;239;169;60.87962963;39.12037037;5.555555556;55.32407407;39.12037037;24;132;220;6.382978723;35.10638298;58.5106383;1218;24;24;96.20853081;1.895734597;1.895734597;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ALENYA;66002;0;464;-464;;0;15;-15;0;;2025;-2025;0;18990;18990;30.93333333;0;-30.93333333;4176;0;-4176;#DIV/0!;9.5;0;9.5;39.25124305;248;3419;1415;3489;2332;18990;1342;145;1007;190;85.84202683;14.15797317;10.804769;75.03725782;14.15797317;193;404;494;17.69019248;37.03024748;45.27956004;3489;77;122;94.60412148;2.087852495;3.30802603;CADRE_EN_MASSE;OUVRIER_EN_MASSE
JONQUIERES-SAINT-VINCENT;30135;0;465;-465;;0;32;-32;0;;4320;-4320;0;37044;37044;14.53125;0;-14.53125;1961.71875;0;-1961.71875;#DIV/0!;16.66666667;0;16.66666667;37.95560428;202;3649;1400;3782;2430;18522;1385;210;765;410;70.39711191;29.60288809;15.16245487;55.23465704;29.60288809;164;365;552;15.17113784;33.76503238;51.06382979;3782;144;114;93.61386139;3.564356436;2.821782178;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-MATHIEU-DE-TREVIERS;34276;205;672;-467;;23;24;-1;3105;;3240;-135;17316;21538;4222;28;8.913043478;-19.08695652;3780;1203.26087;-2576.73913;1.12195122;10;9.666666667;0.333333333;44.38972163;705;4670;1713;4645;3003;21538;2073;405;1271;397;80.8490111;19.1509889;19.53690304;61.31210806;19.1509889;450;427;491;32.89473684;31.21345029;35.89181287;4645;209;395;88.49304629;3.981710802;7.525242903;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAFRANCAISE;82087;0;469;-469;;19;33;-15;2565;;4455;-2025;19034;37528;18494;14.21212121;0;-14.21212121;1918.636364;0;-1918.636364;#DIV/0!;10.5;8.666666667;1.833333333;39.24843424;370;2874;1230;2912;1981;18764;1128;319;679;130;88.4751773;11.5248227;28.28014184;60.19503546;11.5248227;80;269;365;11.20448179;37.67507003;51.12044818;2912;169;187;89.10648715;5.171358629;5.722154223;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTASTRUC-LA-CONSEILLERE;31358;0;469;-469;;0;28;-28;0;;3780;-3780;0;25473;25473;16.75;0;-16.75;2261.25;0;-2261.25;#DIV/0!;13.5;0;13.5;46.66666667;377;3285;1371;3554;2329;25473;1533;212;1036;284;81.46214099;18.53785901;13.8381201;67.62402089;18.53785901;375;450;387;30.94059406;37.12871287;31.93069307;3554;146;110;93.2808399;3.832020997;2.887139108;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LACROIX-FALGARDE;31259;0;469;-469;;0;14;-14;0;;1890;-1890;0;29164;29164;33.5;0;-33.5;4522.5;0;-4522.5;#DIV/0!;12;0;12;42.73127753;109;2043;845;2111;1404;29164;873;78;706;88;89.90825688;10.09174312;8.944954128;80.96330275;10.09174312;399;228;135;52.36220472;29.92125984;17.71653543;2111;35;50;96.12932605;1.593806922;2.276867031;CADRE_EN_MASSE;FAUX
NEGREPELISSE;82134;213;685;-472;;16;16;0;2160;;2160;0;19034;18680;-354;42.8125;13.3125;-29.5;5779.6875;1797.1875;-3982.5;0.475743349;6.333333333;6;0.333333333;37.07131192;594;5511;2072;5226;3449;18680;2043;596;1127;320;84.33675967;15.66324033;29.17278512;55.16397455;15.66324033;111;358;734;9.226932668;29.75893599;61.01413134;5226;239;502;87.58169935;4.005362829;8.412937825;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINTE-RADEGONDE;12241;0;475;-475;;0;19;-19;0;;2565;-2565;0;48188;48188;25;0;-25;3375;0;-3375;#DIV/0!;10.33333333;0;10.33333333;45.70778852;253;1759;691;1846;1206;24094;804;95;632;78;90.31055901;9.689440994;11.80124224;78.50931677;9.689440994;155;237;263;23.66412214;36.18320611;40.15267176;1846;84;46;93.42105263;4.251012146;2.327935223;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VIAS;34332;0;478;-478;;9;27;-19;1215;;3645;-2565;17836;35048;17212;17.7037037;0;-17.7037037;2390;0;-2390;#DIV/0!;8.25;6.666666667;1.583333333;31.13361056;582;5531;2475;5668;3900;17524;1722;611;859;253;85.31630876;14.68369124;35.46140453;49.85490424;14.68369124;135;304;522;14.04786681;31.63371488;54.31841831;5668;220;359;90.73155114;3.521690411;5.746758444;CADRE_EN_MASSE;OUVRIER_EN_MASSE
REALMONT;81222;0;484;-484;;0;41;-41;0;;5535;-5535;0;37132;37132;11.80487805;0;-11.80487805;1593.658537;0;-1593.658537;#DIV/0!;16.66666667;0;16.66666667;42.6102503;443;3356;1545;3393;2369;18566;1430;318;806;306;78.6013986;21.3986014;22.23776224;56.36363636;21.3986014;90;266;548;9.955752212;29.42477876;60.61946903;3393;171;285;88.15276695;4.442712393;7.404520655;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-JUST;34272;0;489;-489;;0;28;-28;0;;3780;-3780;0;39992;39992;17.46428571;0;-17.46428571;2357.678571;0;-2357.678571;#DIV/0!;16;0;16;48.23413996;144;3058;1174;3130;2033;19996;1475;180;1110;185;87.45762712;12.54237288;12.20338983;75.25423729;12.54237288;185;410;615;15.2892562;33.88429752;50.82644628;3130;90;120;93.71257485;2.694610778;3.592814371;CADRE_EN_MASSE;OUVRIER_EN_MASSE
THEZAN-LES-BEZIERS;34310;0;489;-489;;0;11;-11;0;;1485;-1485;0;19482;19482;44.45454545;0;-44.45454545;6001.363636;0;-6001.363636;#DIV/0!;8;0;8;36.63129065;267;2921;1187;2826;1914;19482;1070;209;722;139;87.00934579;12.99065421;19.53271028;67.47663551;12.99065421;100;250;393;13.4589502;33.6473755;52.89367429;2826;125;180;90.25870329;3.992334717;5.748961993;CADRE_EN_MASSE;OUVRIER_EN_MASSE
COUFOULEUX;81070;0;493;-493;;7;62;-56;945;;8370;-7560;21061;61686;40625;7.951612903;0;-7.951612903;1073.467742;0;-1073.467742;#DIV/0!;12.4;4;8.4;44.04047976;214;2668;1046;2798;1806;20562;1175;160;795;220;81.27659574;18.72340426;13.61702128;67.65957447;18.72340426;160;290;465;17.4863388;31.69398907;50.81967213;2798;80;155;92.25189581;2.637652489;5.110451698;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-MARTIN-DE-LONDRES;34274;0;494;-494;;0;36;-36;0;;4860;-4860;0;21362;21362;13.72222222;0;-13.72222222;1852.5;0;-1852.5;#DIV/0!;29;0;29;47.24528302;281;2650;1045;2588;1719;21362;1252;253;814;185;85.22364217;14.77635783;20.20766773;65.01597444;14.77635783;210;342;288;25;40.71428571;34.28571429;2588;157;196;87.99727984;5.338320299;6.664399864;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SOUES;65433;0;495;-495;;0;7;-7;0;;945;-945;0;19904;19904;70.71428571;0;-70.71428571;9546.428571;0;-9546.428571;#DIV/0!;7;0;7;39.71794031;126;3049;1352;3077;2126;19904;1211;70;936;205;83.07184145;16.92815855;5.780346821;77.29149463;16.92815855;155;350;585;14.22018349;32.11009174;53.66972477;3077;30;70;96.85237646;0.944287063;2.203336481;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAGARDELLE-SUR-LEZE;31263;0;498;-498;;0;51;-51;0;;6885;-6885;0;45478;45478;9.764705882;0;-9.764705882;1318.235294;0;-1318.235294;#DIV/0!;16;0;16;46.5872156;153;2769;1061;2868;1853;22739;1290;175;945;170;86.82170543;13.17829457;13.56589147;73.25581395;13.17829457;195;410;445;18.57142857;39.04761905;42.38095238;2868;100;90;93.78678875;3.270111184;2.943100065;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PAYRIN-AUGMONTEL;81204;0;501;-501;;0;38;-38;0;;5130;-5130;0;61884;61884;13.18421053;0;-13.18421053;1779.868421;0;-1779.868421;#DIV/0!;14.5;0;14.5;38.76532002;104;2203;949;2209;1516;20628;854;66;733;56;93.4502924;6.549707602;7.719298246;85.73099415;6.549707602;100;225;438;13.1061599;29.48885976;57.40498034;2209;30;50;96.50502403;1.31061599;2.184359983;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLELONGUE-DE-LA-SALANQUE;66224;0;502;-502;;0;9;-9;0;;1215;-1215;0;18653;18653;55.77777778;0;-55.77777778;7530;0;-7530;#DIV/0!;7;0;7;39.62378641;128;3296;1330;3267;2180;18653;1306;207;938;161;87.67228178;12.32771822;15.84992343;71.82235835;12.32771822;125;341;533;12.51251251;34.13413413;53.35335335;3267;125;135;92.628296;3.54408846;3.827615537;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAIX;81273;161;664;-503;;11;10;0;1485;;1350;0;18742;20676;1934;66.4;14.63636364;-51.76363636;8964;1975.909091;-6988.090909;0.341614907;5;4.666666667;0.333333333;39.13170163;334;3432;1441;3524;2382;20676;1343;195;1011;137;89.79895756;10.20104244;14.51973194;75.27922561;10.20104244;99;344;644;9.107635695;31.64673413;59.24563017;3524;93;143;93.72340426;2.473404255;3.803191489;CADRE_EN_MASSE;OUVRIER_EN_MASSE
POMPERTUZAT;31429;0;503;-503;;0;19;-19;0;;2565;-2565;0;27154;27154;26.47368421;0;-26.47368421;3573.947368;0;-3573.947368;#DIV/0!;15;0;15;48.997669;72;2145;799;2188;1410;27154;1051;62;842;147;86.01332065;13.98667935;5.899143673;80.11417697;13.98667935;400;283;243;43.19654428;30.56155508;26.24190065;2188;39;58;95.75492341;1.70678337;2.538293217;CADRE_EN_MASSE;FAUX
GARONS;30125;438;943;-505;;31;37;-6;4185;;4995;-810;32432;39018;6586;25.48648649;14.12903226;-11.35745423;3440.675676;1907.419355;-1533.256321;0.90239726;12.75;12.25;0.5;41.34574693;553;4726;1781;4663;3043;19509;1954;399;1182;373;80.91095189;19.08904811;20.419652;60.4912999;19.08904811;182;423;805;12.90780142;30;57.09219858;4663;201;266;90.89668616;3.918128655;5.185185185;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BRESSOLS;82025;312;818;-506;;11;59;-48;1485;;7965;-6480;19034;41496;22462;13.86440678;28.36363636;14.49922958;1871.694915;3829.090909;1957.395994;0.475961539;13.5;5.333333333;8.166666667;44.33470508;525;3645;1433;3758;2453;20748;1616;355;1119;142;91.21287129;8.787128713;21.96782178;69.2450495;8.787128713;162;381;594;14.24802111;33.50923483;52.24274406;3758;211;192;90.31482817;5.070896419;4.614275415;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TREBES;11397;237;743;-506;;16;17;-1;2160;;2295;-135;17156;17129;-27;43.70588235;14.8125;-28.89338235;5900.294118;1999.6875;-3900.606618;0.585091421;8.666666667;8.666666667;0;30.73845035;535;5498;2401;5453;3745;17129;1690;455;1030;205;87.86982249;12.13017751;26.92307692;60.94674556;12.13017751;115;325;650;10.55045872;29.81651376;59.63302752;5453;195;335;91.14156778;3.259234498;5.599197727;CADRE_EN_MASSE;OUVRIER_EN_MASSE
NAILLOUX;31396;0;507;-507;;0;45;-45;0;;6075;-6075;0;21411;21411;11.26666667;0;-11.26666667;1521;0;-1521;#DIV/0!;18.5;0;18.5;48.71937639;462;3592;1380;3409;2227;21411;1750;350;1140;260;85.14285714;14.85714286;20;65.14285714;14.85714286;390;340;525;31.07569721;27.09163347;41.83266932;3409;150;245;89.61619348;3.943217666;6.440588854;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BARAQUEVILLE;12056;0;514;-514;;0;42;-42;0;;5670;-5670;0;40518;40518;12.23809524;0;-12.23809524;1652.142857;0;-1652.142857;#DIV/0!;16.33333333;0;16.33333333;45.5211986;602;3137;1321;3122;2109;20259;1428;300;949;180;87.40377887;12.59622113;20.99370189;66.41007698;12.59622113;95;305;570;9.793814433;31.44329897;58.7628866;3122;105;275;89.14905768;2.998286693;7.852655625;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LUNEL-VIEL;34146;0;514;-514;;6;32;-26;810;;4320;-3510;16962;38374;21412;16.0625;0;-16.0625;2168.4375;0;-2168.4375;#DIV/0!;11.25;3.333333333;7.916666667;42.76612689;389;3767;1486;3782;2493;19187;1611;238;1053;320;80.13656114;19.86343886;14.77343265;65.36312849;19.86343886;190;425;599;15.65074135;35.00823723;49.34102142;3782;167;201;91.13253012;4.024096386;4.843373494;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ROQUEMAURE;30221;0;519;-519;;0;93;-93;0;;12555;-12555;0;92660;92660;5.580645161;0;-5.580645161;753.3870968;0;-753.3870968;#DIV/0!;20.16666667;0;20.16666667;36.69472914;518;5464;2307;5531;3716;18532;2005;319;544;1142;43.04239401;56.95760599;15.91022444;27.13216958;56.95760599;225;450;795;15.30612245;30.6122449;54.08163265;5531;135;330;92.24482989;2.251501001;5.503669113;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ARTHES;81018;0;519;-519;;0;9;-9;0;;1215;-1215;0;20900;20900;57.66666667;0;-57.66666667;7785;0;-7785;#DIV/0!;10.5;0;10.5;41.65005978;76;2509;1051;2507;1707;20900;1045;65;849;131;87.46411483;12.53588517;6.220095694;81.24401914;12.53588517;110;371;430;12.07464325;40.72447859;47.20087816;2507;45;55;96.16417338;1.726121979;2.109704641;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PAVIE;32307;163;683;-520;;7;7;0;945;;945;0;19447;22687;3240;97.57142857;23.28571429;-74.28571429;13172.14286;3143.571429;-10028.57143;0.214723926;5;5;0;44.3457189;307;2476;1072;2506;1720;22687;1098;174;818;106;90.34608379;9.653916211;15.84699454;74.49908925;9.653916211;193;285;382;22.44186047;33.13953488;44.41860465;2506;80;113;92.84920341;2.964060763;4.186735828;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MARSEILLAN;34150;147;667;-520;;10;60;-50;1350;;8100;-6750;17836;52809;34973;11.11666667;14.7;3.583333333;1500.75;1984.5;483.75;1.156462585;17;6;11;31.4762516;725;7790;3833;8172;5801;17603;2452;812;1050;590;75.93800979;24.06199021;33.11582382;42.82218597;24.06199021;172;462;588;14.07528642;37.80687398;48.11783961;8172;411;585;89.13612565;4.482984293;6.380890052;CADRE_EN_MASSE;OUVRIER_EN_MASSE
DAUX;31160;0;520;-520;;0;35;-35;0;;4725;-4725;0;49102;49102;14.85714286;0;-14.85714286;2005.714286;0;-2005.714286;#DIV/0!;15.66666667;0;15.66666667;50.37861915;58;2245;871;2300;1487;24551;1131;106;894;131;88.4173298;11.5826702;9.372236958;79.04509284;11.5826702;292;341;358;29.46518668;34.40968718;36.12512614;2300;55;55;95.43568465;2.282157676;2.282157676;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAMBON;81052;0;522;-522;;0;8;-8;0;;1080;-1080;0;22118;22118;65.25;0;-65.25;8808.75;0;-8808.75;#DIV/0!;7.5;0;7.5;47.76470588;229;2125;818;2192;1424;22118;1015;141;800;73;92.80078895;7.199211045;13.90532544;78.89546351;7.199211045;93;328;393;11.42506143;40.29484029;48.28009828;2192;72;75;93.71526293;3.078238563;3.206498504;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LIGNAN-SUR-ORB;34140;0;522;-522;;0;7;-7;0;;945;-945;0;20476;20476;74.57142857;0;-74.57142857;10067.14286;0;-10067.14286;#DIV/0!;6;0;6;37.44966443;118;2980;1305;3133;2132;20476;1116;132;862;122;89.06810036;10.93189964;11.82795699;77.24014337;10.93189964;181;269;462;19.84649123;29.49561404;50.65789474;3133;98;68;94.96817217;2.970597151;2.061230676;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LAURENT-D'AIGOUZE;30276;0;523;-523;;0;113;-113;0;;15255;-15255;0;79628;79628;4.628318584;0;-4.628318584;624.8230088;0;-624.8230088;#DIV/0!;28;0;28;43.44547564;217;3448;1574;3638;2488;19907;1498;244;1050;204;86.38184246;13.61815754;16.28838451;70.09345794;13.61815754;205;345;580;18.14159292;30.53097345;51.32743363;3638;120;145;93.21035101;3.074558032;3.715090956;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VINASSAN;11441;0;523;-523;;0;13;-13;0;;1755;-1755;0;20021;20021;40.23076923;0;-40.23076923;5431.153846;0;-5431.153846;#DIV/0!;10;0;10;39.0625;85;2624;1078;2596;1753;20021;1025;130;755;140;86.34146341;13.65853659;12.68292683;73.65853659;13.65853659;205;290;320;25.15337423;35.58282209;39.26380368;2596;80;105;93.34771665;2.876663071;3.77562028;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PECHABOU;31409;0;525;-525;;0;27;-27;0;;3645;-3645;0;55898;55898;19.44444444;0;-19.44444444;2625;0;-2625;#DIV/0!;15;0;15;51.8981259;107;2081;842;2227;1448;27949;1080;80;785;215;80.09259259;19.90740741;7.407407407;72.68518519;19.90740741;475;255;220;50;26.84210526;23.15789474;2227;55;50;95.4974271;2.358490566;2.144082333;CADRE_EN_MASSE;FAUX
BERAT;31065;0;528;-528;;0;77;-77;0;;10395;-10395;0;41992;41992;6.857142857;0;-6.857142857;925.7142857;0;-925.7142857;#DIV/0!;20.66666667;0;20.66666667;48.26995546;89;2919;1046;3007;1891;20996;1409;152;1091;166;88.21859475;11.78140525;10.78779276;77.43080199;11.78140525;162;361;635;13.98963731;31.17443869;54.83592401;3007;98;113;93.44313238;3.045369795;3.511497825;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LANSARGUES;34127;0;528;-528;;0;33;-33;0;;4455;-4455;0;42346;42346;16;0;-16;2160;0;-2160;#DIV/0!;18;0;18;46.27399935;260;3073;1257;3184;2105;21173;1422;209;963;250;82.41912799;17.58087201;14.697609;67.72151899;17.58087201;233;324;522;21.59406858;30.02780352;48.3781279;3184;130;164;91.54686601;3.737780334;4.715353652;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CASTELMAUROU;31117;126;660;-534;;28;28;0;3780;;3780;0;20271;25108;4837;23.57142857;4.5;-19.07142857;3182.142857;607.5;-2574.642857;2.148148148;9.666666667;9.666666667;0;42.20541596;299;4099;1496;3956;2583;25108;1730;196;1303;231;86.64739884;13.35260116;11.32947977;75.31791908;13.35260116;467;542;473;31.51147099;36.57219973;31.91632928;3956;128;85;94.89086112;3.070280643;2.038858239;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GALLARGUES-LE-MONTUEUX;30123;0;535;-535;;8;72;-64;1080;;9720;-8640;16962;61320;44358;7.430555556;0;-7.430555556;1003.125;0;-1003.125;#DIV/0!;16.6;4;12.6;44.51287794;736;3572;1475;3667;2424;20440;1590;285;1040;265;83.33333333;16.66666667;17.9245283;65.40880503;16.66666667;275;410;460;24.01746725;35.80786026;40.17467249;3667;140;205;91.40079761;3.489531406;5.109670987;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VARILHES;9324;0;535;-535;;0;25;-25;0;;3375;-3375;0;40222;40222;21.4;0;-21.4;2889;0;-2889;#DIV/0!;9.666666667;0;9.666666667;39.78365385;330;3328;1475;3256;2263;20111;1324;225;958;142;89.28301887;10.71698113;16.98113208;72.30188679;10.71698113;129;319;592;12.40384615;30.67307692;56.92307692;3256;89;167;92.71070615;2.534168565;4.755125285;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ESPIRA-DE-L'AGLY;66069;0;536;-536;;0;27;-27;0;;3645;-3645;0;36370;36370;19.85185185;0;-19.85185185;2680;0;-2680;#DIV/0!;11.33333333;0;11.33333333;38.41607565;208;3384;1304;3279;2162;18185;1300;235;870;195;85;15;18.07692308;66.92307692;15;105;290;520;11.47540984;31.69398907;56.83060109;3279;170;160;90.85619285;4.710446107;4.433361042;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BERNIS;30036;0;536;-536;;0;14;-14;0;;1890;-1890;0;20017;20017;38.28571429;0;-38.28571429;5168.571429;0;-5168.571429;#DIV/0!;12;0;12;40.16938899;304;3306;1329;3292;2194;20017;1328;149;948;231;82.60542169;17.39457831;11.21987952;71.38554217;17.39457831;179;319;595;16.37694419;29.18572736;54.43732845;3292;48;150;94.32664756;1.375358166;4.297994269;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GIGNAC;34114;218;755;-537;;35;28;7;4725;;3780;945;36420;18600;-17820;26.96428571;6.228571429;-20.73571429;3640.178571;840.8571429;-2799.321429;1.444954128;9;8.5;0.5;40.0169348;602;5905;2319;5875;3859;18600;2363;418;1404;541;77.10537452;22.89462548;17.68937791;59.41599661;22.89462548;250;558;782;15.72327044;35.09433962;49.18238994;5875;235;406;90.16267649;3.60650706;6.230816452;CADRE_EN_MASSE;OUVRIER_EN_MASSE
