commune;insee;total_personne_entrante;total_personne_partante;Balance;;km_parcourut_entrant;km_parcourut_partant;Balance_des_km_parcourut;total_emissionCO2_km_entrant;CO2_km;emissionCO2_km_sortant;emissionCO2_km_balance_km_total;total_des_revenus_medians_des_communes_entrantes;total_des_revenus_medians_des_communes_entrantes;balance_des_revenus_medians;km_moyen_par_les_partants;km_moyen_par_les_entrants;Balance_deskm_parEnt_Sor;emissionCO2_km_total_km_partant;emissionCO2_km_total_km_entrant;emissionCO2_km_balance;Minute_emi_par_km;total_min_emi;total_min_immi;total_balance_min;taux_emploi;emplois;habitants;menages;pers_par_menages;unite_conso_menages;revenu_median;Nombre_actifs_2015;inter_voiture;extra_voiture;extra_sansvoiture;avec voiture ;sansvoiture;Inter_voiture_ternary;extra_voiture_ternary;sansvoiture_ternary;2015_extra_csp1;2015_extra_csp2;2015_extra_csp3;cadre_extra_ternary;inter_extra_ternary;ouvrier_extra_ternary;2015_inter_csp1;2015_inter_csp2;2015_inter_csp3;cadre_intra_ternary;inter_intra_ternary;ouvrier_intra_ternary;INTRA_CADRE;OUVRIER_INTRA
AGDE;34003;1914;1320;594;;189;159;30;25515;;21465;4050;155738;124852;-30886;8.301886792;10.12698413;1.825097335;1120.754717;1367.142857;246.3881402;2.139498432;21.66666667;20.54545455;1.121212121;30.11757497;3307;26111;14931;29536;21490;17836;7864;4209;1862;1792;77.20971639;22.79028361;53.52918733;23.68052906;22.79028361;504;658;1171;21.60308616;28.20402915;50.1928847;29536;1661;2850;86.75066819;4.878550239;8.370781567;CADRE_EN_MASSE;OUVRIER_EN_MASSE
DECAZEVILLE;12089;756;166;590;;30;4;27;4050;;540;3645;77955;17748;-60207;41.5;25.2;-16.3;5602.5;3402;-2200.5;0.079365079;2;8.333333333;-6.333333333;27.91065776;989;5686;2678;5066;3744;17748;1587;609;697;280;82.34552333;17.65447667;38.39848676;43.94703657;17.65447667;93;185;477;12.31788079;24.50331126;63.17880795;5066;220;488;87.73813647;3.810183582;8.451679945;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BIARS-SUR-CERE;46029;523;0;523;;24;0;24;3240;;0;3240;78700;0;-78700;0;21.79166667;21.79166667;0;2941.875;2941.875;0;0;8.2;-8.2;40.82636498;441;2033;959;2093;1461;18760;830;290;170;370;55.42168675;44.57831325;34.93975904;20.48192771;44.57831325;45;105;205;12.67605634;29.57746479;57.74647887;2093;65;345;83.61965641;2.59688374;13.78345985;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PIERRELATTE;26235;510;0;510;;45;0;45;6075;;0;6075;34987;0;-34987;0;11.33333333;11.33333333;0;1530;1530;0;0;17.33333333;-17.33333333;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
hors-france;0;500;0;500;;0;0;0;0;;0;0;54887;0;-54887;0;0;0;0;0;0;#DIV/0!;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
LIMOUX;11206;844;377;467;;62;26;36;8370;;3510;4860;113713;17825;-95888;14.5;13.61290323;-0.887096774;1957.5;1837.741935;-119.7580645;0.808056872;11;13;-2;31.84428224;1813;10275;4478;9326;6647;17825;3272;1653;913;706;78.42298289;21.57701711;50.5195599;27.90342298;21.57701711;116;296;575;11.75278622;29.98986829;58.25734549;9326;680;1276;82.66264847;6.027300124;11.31005141;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BAGNERES-DE-BIGORRE;65059;772;308;464;;110;40;70;14850;;5400;9450;99147;18422;-80725;7.7;7.018181818;-0.681818182;1039.5;947.4545455;-92.04545455;2.992227979;21;32.14285714;-11.14285714;35.31965272;1385;7602;3894;7299;5431;18422;2685;1096;781;808;69.90689013;30.09310987;40.81936685;29.08752328;30.09310987;85;270;550;9.392265193;29.83425414;60.77348066;7299;470;1056;82.7082153;5.325779037;11.96600567;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GAILLAC;81099;1450;999;451;;204;128;76;27540;;17280;10260;199091;54936;-144155;7.8046875;7.107843137;-0.696844363;1053.632813;959.5588235;-94.07398897;2.98262069;21.2;17.66666667;3.533333333;35.78961332;2095;15077;6566;14484;10044;18312;5396;1967;2254;1175;78.22461082;21.77538918;36.45292809;41.77168273;21.77538918;438;842;1312;16.89814815;32.4845679;50.61728395;14484;793;1609;85.77519839;4.696198034;9.528603577;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ROQUEFORT-SUR-SOULZON;12203;447;0;447;;43;0;43;5805;;0;5805;38197;0;-38197;0;10.39534884;10.39534884;0;1403.372093;1403.372093;0;0;20;-20;36.70473083;375;613;263;587;406;21013;225;75;59;91;59.55555556;40.44444444;33.33333333;26.22222222;40.44444444;21;15;25;34.42622951;24.59016393;40.98360656;587;36;100;81.18948824;4.979253112;13.83125864;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CHUSCLAN;30081;548;103;445;;34;7;27;4590;;945;3645;55279;22397;-32882;14.71428571;16.11764706;1.403361345;1986.428571;2175.882353;189.4537815;0.248175182;4;10.2;-6.2;44.84126984;261;1008;419;970;669;22397;452;123;216;113;75;25;27.21238938;47.78761062;25;40;133;132;13.1147541;43.60655738;43.27868852;970;55;50;90.23255814;5.11627907;4.651162791;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAMALOU-LES-BAINS;34126;396;0;396;;20;0;20;2700;;0;2700;52321;0;-52321;0;19.8;19.8;0;2673;2673;0;0;8;-8;27.81609195;425;2610;1060;1987;1484;19391;726;302;273;151;79.20110193;20.79889807;41.59779614;37.60330579;20.79889807;51;86;180;16.08832808;27.12933754;56.78233438;1987;142;223;84.48129252;6.037414966;9.481292517;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAUSSADE;82037;809;427;382;;70;25;45;9450;;3375;6075;75959;17389;-58570;17.08;11.55714286;-5.522857143;2305.8;1560.214286;-745.5857143;0.634528224;7.333333333;10.5;-3.166666667;33.5047759;1002;6805;3147;6693;4706;17389;2280;776;1036;467;79.50855638;20.49144362;34.05002194;45.45853444;20.49144362;168;333;636;14.77572559;29.28759894;55.93667546;6693;239;717;87.5016342;3.12459145;9.37377435;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TARASCON;13108;715;348;367;;63;10;54;8505;;1350;7290;51610;15932;-35678;34.8;11.34920635;-23.45079365;4698;1532.142857;-3165.857143;0.440559441;5;17.2;-12.2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
GOURDON;46127;319;0;319;;12;0;12;1620;;0;1620;39271;0;-39271;0;26.58333333;26.58333333;0;3588.75;3588.75;0;0;6.333333333;-6.333333333;34.25645799;975;4297;2188;4208;3111;19147;1472;739;260;473;67.86684783;32.13315217;50.20380435;17.66304348;32.13315217;56;124;236;13.46153846;29.80769231;56.73076923;4208;332;556;82.57456829;6.514913658;10.91051805;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MARVEJOLS;48092;567;277;290;;51;55;-4;6885;;7425;-540;82223;78360;-3863;5.036363636;11.11764706;6.081283422;679.9090909;1500.882353;820.973262;1.169312169;13;12.83333333;0.166666667;39.12331012;1030;4882;2170;4359;3148;19590;1910;719;539;651;65.89837611;34.10162389;37.66369827;28.23467784;34.10162389;84;202;347;13.27014218;31.91153239;54.81832543;4359;345;793;79.2977988;6.276150628;14.42605057;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MILLAU;12145;1420;1134;286;;118;239;-122;15930;;32265;-16470;136880;150576;13696;4.744769874;12.03389831;7.289128431;640.5439331;1624.576271;984.0323381;2.418169013;29.1;22;7.1;36.88814358;3197;22064;10435;21944;15534;18822;8139;4194;1591;2354;71.07752795;28.92247205;51.52967195;19.547856;28.92247205;282;534;977;15.72783045;29.78248745;54.4896821;21944;2065;3406;80.04377166;7.532372789;12.42385555;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GANGES;34111;436;152;284;;15;47;-32;2025;;6345;-4320;58306;15566;-42740;3.234042553;29.06666667;25.83262411;436.5957447;3924;3487.404255;0.630733945;18.33333333;5.8;12.53333333;28.52400409;638;3916;1899;3619;2656;15566;1117;343;436;338;69.74037601;30.25962399;30.70725157;39.03312444;30.25962399;75;207;232;14.59143969;40.27237354;45.13618677;3619;202;320;87.39434919;4.87804878;7.727602028;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MURET;31395;4742;4472;270;;465;169;296;62775;;22815;39960;592356;162272;-430084;26.46153846;10.19784946;-16.263689;3572.307692;1376.709677;-2195.598015;1.490510334;15.2;16.44827586;-1.248275862;41.1971972;3402;24975;10740;24612;16841;20284;10289;2606;5353;2330;77.35445622;22.64554378;25.32802022;52.026436;22.64554378;1224;2076;3135;19.02097902;32.26107226;48.71794872;24612;1134;2187;88.11083664;4.059714316;7.829449039;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SOUILLAC;46309;268;0;268;;30;0;30;4050;;0;4050;59366;0;-59366;0;8.933333333;8.933333333;0;1206;1206;0;0;12.5;-12.5;31.25371361;786;3366;1646;3037;2266;17912;1052;478;169;405;61.50190114;38.49809886;45.43726236;16.06463878;38.49809886;55;105;169;16.71732523;31.91489362;51.36778116;3037;228;360;83.77931034;6.289655172;9.931034483;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-GIRONS;9261;626;377;249;;30;11;19;4050;;1485;2565;80789;37452;-43337;34.27272727;20.86666667;-13.40606061;4626.818182;2817;-1809.818182;0.251597444;5.25;8.166666667;-2.916666667;32.84532145;1105;6284;3208;6000;4454;18726;2064;666;839;559;72.91666667;27.08333333;32.26744186;40.64922481;27.08333333;140;244;564;14.76793249;25.73839662;59.49367089;6000;391;494;87.1459695;5.679012346;7.175018155;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FONT-ROMEU-ODEILLO-VIA;66124;245;0;245;;9;0;9;1215;;0;1215;39081;0;-39081;0;27.22222222;27.22222222;0;3675;3675;0;0;6;-6;44.36325678;554;1916;876;1725;1260;18924;850;430;150;270;68.23529412;31.76470588;50.58823529;17.64705882;31.76470588;40;70;70;22.22222222;38.88888889;38.88888889;1725;195;360;75.65789474;8.552631579;15.78947368;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BAGNERES-DE-LUCHON;31042;234;0;234;;26;0;26;3510;;0;3510;40055;0;-40055;0;9;9;0;1215;1215;0;0;14;-14;35.86912065;594;2445;1422;2484;1903;18575;877;307;133;437;50.17103763;49.82896237;35.00570125;15.16533637;49.82896237;20;60;95;11.42857143;34.28571429;54.28571429;2484;189;400;80.83306215;6.150341686;13.01659616;CADRE_EN_MASSE;OUVRIER_EN_MASSE
IBOS;65226;683;459;224;;22;6;17;2970;;810;2295;55035;22175;-32860;76.5;31.04545455;-45.45454545;10327.5;4191.136364;-6136.363636;0.096632504;3;7.2;-4.2;41.4668057;1040;2877;1097;2624;1778;22175;1193;192;802;199;83.31936295;16.68063705;16.09388097;67.22548198;16.68063705;198;340;380;21.56862745;37.03703704;41.39433551;2624;64;162;92.07017544;2.245614035;5.684210526;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LEZIGNAN-CORBIERES;11203;820;597;223;;104;72;32;14040;;9720;4320;103838;32680;-71158;8.291666667;7.884615385;-0.407051282;1119.375;1064.423077;-54.95192308;2.124390244;16.75;14.625;2.125;29.43634424;1820;11248;4412;9949;6847;16340;3311;1498;1162;650;80.36253776;19.63746224;45.25679758;35.10574018;19.63746224;181;387;731;13.93379523;29.79214781;56.27405697;9949;578;1188;84.92530943;4.933845497;10.14084507;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LE PONTET;84092;221;0;221;;50;0;50;6750;;0;6750;69856;0;-69856;0;4.42;4.42;0;596.7;596.7;0;0;18;-18;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
BOLLENE;84019;220;0;220;;11;21;-10;1485;;2835;-1350;17631;17324;-307;0;20;20;0;2700;2700;0.45;9;5.333333333;3.666666667;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
PEROLS;34198;1881;1668;213;;91;29;62;12285;;3915;8370;122837;69861;-52976;57.51724138;20.67032967;-36.84691171;7764.827586;2790.494505;-4974.333081;0.532163743;11;15.25;-4.25;39.5643085;2360;9089;3876;9232;6290;23287;3596;777;2096;722;79.91655076;20.08344924;21.61335188;58.30319889;20.08344924;900;799;791;36.14457831;32.08835341;31.76706827;9232;348;460;91.95219124;3.466135458;4.581673307;CADRE_EN_MASSE;FAUX
VIVIEZ;12305;330;132;198;;23;4;19;3105;;540;2565;56700;18236;-38464;33;14.34782609;-18.65217391;4455;1936.956522;-2518.043478;0.162626263;2.333333333;7;-4.666666667;34.2835131;240;1298;660;1300;950;18236;445;75;300;70;84.26966292;15.73033708;16.85393258;67.41573034;15.73033708;15;70;230;4.761904762;22.22222222;73.01587302;1300;5;115;91.54929577;0.352112676;8.098591549;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GOLFECH;82072;300;107;193;;27;4;23;3645;;540;3105;34612;19954;-14658;26.75;11.11111111;-15.63888889;3611.25;1500;-2111.25;0.18;2;8.5;-6.5;44.02515723;264;954;370;928;613;19954;420;114;168;138;67.14285714;32.85714286;27.14285714;40;32.85714286;25;70;160;9.803921569;27.45098039;62.74509804;928;70;90;85.29411765;6.433823529;8.272058824;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AMELIE-LES-BAINS-PALALDA;66003;177;0;177;;36;0;36;4860;;0;4860;36743;0;-36743;0;4.916666667;4.916666667;0;663.75;663.75;0;0;22.33333333;-22.33333333;23.91671356;334;3554;2147;3702;2857;16877;850;345;270;235;72.35294118;27.64705882;40.58823529;31.76470588;27.64705882;15;60;225;5;20;75;3702;165;310;88.62820206;3.950203495;7.421594446;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VENDARGUES;34327;1506;1340;166;;68;35;33;9180;;4725;4455;146353;86236;-60117;38.28571429;22.14705882;-16.13865546;5168.571429;2989.852941;-2178.718487;0.489154493;10.83333333;11.77777778;-0.944444444;43.8247656;1607;6186;2522;6325;4204;21559;2711;487;1765;458;83.099631;16.900369;17.9704797;65.12915129;16.900369;541;593;918;26.36452242;28.89863548;44.73684211;6325;245;317;91.83969798;3.557427036;4.602874982;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA CANOURGUE;48034;166;0;166;;13;0;13;1755;;0;1755;19476;0;-19476;0;12.76923077;12.76923077;0;1723.846154;1723.846154;0;0;11;-11;37.23908918;330;2108;834;1930;1308;19185;785;285;330;170;78.34394904;21.65605096;36.30573248;42.03821656;21.65605096;50;130;170;14.28571429;37.14285714;48.57142857;1930;175;215;83.18965517;7.543103448;9.267241379;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FORMIGUERES;66082;159;0;159;;100;0;100;13500;;0;13500;15818;0;-15818;0;1.59;1.59;0;214.65;214.65;0;0;50.5;-50.5;44.07158837;63;447;198;460;311;16761;197;49;95;53;73.0964467;26.9035533;24.87309645;48.22335025;26.9035533;7;35;61;6.796116505;33.98058252;59.22330097;460;35;47;84.87084871;6.457564576;8.671586716;CADRE_EN_MASSE;OUVRIER_EN_MASSE
COLLIOURE;66053;155;0;155;;16;0;16;2160;;0;2160;35374;0;-35374;0;9.6875;9.6875;0;1307.8125;1307.8125;0;0;10;-10;29.08732764;407;3046;1328;2499;1868;20135;886;250;300;336;62.07674944;37.92325056;28.21670429;33.86004515;37.92325056;114;90;132;33.92857143;26.78571429;39.28571429;2499;126;264;86.50051921;4.361370717;9.138110073;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA CAVALERIE;12063;153;0;153;;24;0;24;3240;;0;3240;18822;0;-18822;0;6.375;6.375;0;860.625;860.625;0;0;14;-14;43.92523364;231;1070;423;1024;682;18031;470;150;200;120;74.46808511;25.53191489;31.91489362;42.55319149;25.53191489;35;75;110;15.90909091;34.09090909;50;1024;50;190;81.01265823;3.955696203;15.03164557;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-AUNES;34240;704;557;147;;29;20;9;3915;;2700;1215;83420;47376;-36044;27.85;24.27586207;-3.574137931;3759.75;3277.241379;-482.5086207;0.370738636;9;9.666666667;-0.666666667;48.93267652;1127;3045;1217;3184;2094;23688;1490;264;951;275;81.54362416;18.45637584;17.71812081;63.82550336;18.45637584;342;333;400;31.81395349;30.97674419;37.20930233;3184;146;191;90.42885544;4.146549276;5.424595285;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PORT-LA-NOUVELLE;11266;484;340;144;;39;36;3;5265;;4860;405;35043;33944;-1099;9.444444444;12.41025641;2.965811966;1275;1675.384615;400.3846154;0.946797521;11.75;10.25;1.5;27.41792369;611;5635;2795;5616;4061;16972;1545;630;490;425;72.49190939;27.50809061;40.77669903;31.71521036;27.50809061;85;160;330;14.7826087;27.82608696;57.39130435;5616;265;545;87.39495798;4.123871771;8.481170246;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AIRE-SUR-L'ADOUR;40001;142;0;142;;5;0;5;675;;0;675;20502;0;-20502;0;28.4;28.4;0;3834;3834;0;0;4;-4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
SAINT-PONS-DE-THOMIERES;34284;136;0;136;;13;0;13;1755;;0;1755;35565;0;-35565;0;10.46153846;10.46153846;0;1412.307692;1412.307692;0;0;5.333333333;-5.333333333;23.6869207;354;1942;852;1734;1247;15736;460;230;105;125;72.82608696;27.17391304;50;22.82608696;27.17391304;15;25;75;13.04347826;21.73913043;65.2173913;1734;60;230;85.67193676;2.964426877;11.36363636;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ROISSY-EN-FRANCE;95527;136;0;136;;701;0;701;94635;;0;94635;20271;0;-20271;0;0.194008559;0.194008559;0;26.19115549;26.19115549;0;0;205.5;-205.5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
LANGOGNE;48080;135;0;135;;6;0;6;810;;0;810;19878;0;-19878;0;22.5;22.5;0;3037.5;3037.5;0;0;3.5;-3.5;34.37822942;607;2903;1317;2686;1929;18509;998;496;145;356;64.29287864;35.70712136;49.74924774;14.54363089;35.70712136;25;100;135;9.615384615;38.46153846;51.92307692;2686;170;460;81.00120627;5.126658625;13.8721351;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ESTANCARBON;31175;132;0;132;;6;6;0;810;;810;0;18191;21735;3544;0;22;22;0;2970;2970;0.166666667;3.666666667;3.333333333;0.333333333;38.7987013;453;616;254;591;403;21735;239;30;173;36;84.93723849;15.06276151;12.55230126;72.38493724;15.06276151;25;60;91;14.20454545;34.09090909;51.70454545;591;15;45;90.78341014;2.304147465;6.912442396;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-PAUL-TROIS-CHATEAUX;26324;132;0;132;;19;0;19;2565;;0;2565;17631;0;-17631;0;6.947368421;6.947368421;0;937.8947368;937.8947368;0;0;13;-13;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
CODOLET;30084;128;0;128;;9;0;9;1215;;0;1215;17356;0;-17356;0;14.22222222;14.22222222;0;1920;1920;0;0;6;-6;45.69343066;186;685;266;665;439;19146;313;65;140;109;65.2866242;34.7133758;20.70063694;44.58598726;34.7133758;15;75;133;6.726457399;33.632287;59.64125561;665;30;25;92.36111111;4.166666667;3.472222222;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CERET;66049;575;449;126;;94;73;21;12690;;9855;2835;91417;57261;-34156;6.150684932;6.117021277;-0.033663655;830.3424658;825.7978723;-4.544593413;3.498434782;21.4;21;0.4;30.06655357;923;7663;3720;7525;5439;19087;2304;865;857;582;74.73958333;25.26041667;37.54340278;37.19618056;25.26041667;212;334;435;21.61060143;34.04689093;44.34250765;7525;431;692;87.01433858;4.983811286;8.001850139;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BEDARIEUX;34028;258;137;121;;15;11;4;2025;;1485;540;37317;16925;-20392;12.45454545;17.2;4.745454545;1681.363636;2322;640.6363636;0.310077519;5.333333333;5.5;-0.166666667;29.37131631;826;6108;2836;5636;4089;16925;1794;733;605;456;74.5819398;25.4180602;40.85841695;33.72352285;25.4180602;45;184;419;6.944444444;28.39506173;64.66049383;5636;303;642;85.64048017;4.604163501;9.755356329;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FLORAC;48061;119;0;119;;26;0;26;3510;;0;3510;38226;0;-38226;0;4.576923077;4.576923077;0;617.8846154;617.8846154;0;0;13;-13;36.73469388;414;2107;841;1708;1225;18479;774;318;177;278;64.03622251;35.96377749;41.13842173;22.89780078;35.96377749;20;55;110;10.81081081;29.72972973;59.45945946;1708;176;334;77.00631199;7.935076646;15.05861136;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SEVERAC-LE-CHATEAU;12270;118;0;118;;48;0;48;6480;;0;6480;38060;0;-38060;0;2.458333333;2.458333333;0;331.875;331.875;0;0;17.66666667;-17.66666667;40.59022738;494;4134;1113;2441;1708;19942;1678;625;589;464;72.34803337;27.65196663;37.24672229;35.10131108;27.65196663;55;210;387;8.435582822;32.20858896;59.35582822;2441;493;447;72.19757468;14.58148477;13.22094055;CADRE_EN_MASSE;OUVRIER_EN_MASSE
RIVESALTES;66164;1221;1104;117;;56;15;41;7560;;2025;5535;89544;17705;-71839;73.6;21.80357143;-51.79642857;9936;2943.482143;-6992.517857;0.275184275;6;9.428571429;-3.428571429;36.79532164;1713;8550;3705;8472;5826;17705;3146;840;1705;601;80.89637635;19.10362365;26.70057216;54.1958042;19.10362365;301;545;1045;15.91750397;28.82072977;55.26176626;8472;435;695;88.23161841;4.530306186;7.238075401;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GRAMAT;46128;114;0;114;;24;0;24;3240;;0;3240;38764;0;-38764;0;4.75;4.75;0;641.25;641.25;0;0;13;-13;39.37967322;694;3611;1575;3185;2305;19903;1422;715;370;337;76.30098453;23.69901547;50.28129395;26.01969058;23.69901547;72;133;250;15.82417582;29.23076923;54.94505495;3185;251;556;79.78456914;6.28757515;13.92785571;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAUBOURGUET;65304;112;0;112;;43;32;11;5805;;4320;1485;35841;17820;-18021;0;2.604651163;2.604651163;0;351.627907;351.627907;4.735119047;12.33333333;13;-0.666666667;36.12244898;415;2450;1074;2244;1598;17820;885;376;367;143;83.86004515;16.13995485;42.43792325;41.4221219;16.13995485;79;110;249;18.03652968;25.11415525;56.84931507;2244;163;249;84.48795181;6.137048193;9.375;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-JEAN-DE-VERGES;9264;273;162;111;;28;8;20;3780;;1080;2700;36732;20219;-16513;20.25;9.75;-10.5;2733.75;1316.25;-1417.5;0.444444444;4.333333333;8.25;-3.916666667;44.16666667;188;1200;502;1199;805;20219;530;110;385;35;93.39622642;6.603773585;20.75471698;72.64150943;6.603773585;40;145;220;9.87654321;35.80246914;54.32098765;1199;75;50;90.55891239;5.664652568;3.776435045;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LIZIER;9268;251;141;110;;5;5;0;675;;675;0;18726;21399;2673;28.2;50.2;22;3807;6777;2970;0.073041169;3.666666667;3.666666667;0;26.74664785;291;1417;641;1302;941;21399;379;170;150;60;84.21052632;15.78947368;44.73684211;39.47368421;15.78947368;45;45;70;28.125;28.125;43.75;1302;75;95;88.45108696;5.095108696;6.453804348;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LE VIGAN;46334;268;158;110;;9;7;3;1215;;945;405;36569;19883;-16686;22.57142857;29.77777778;7.206349206;3047.142857;4020;972.8571429;0.123134328;3.666666667;3.75;-0.083333333;31.27014829;150;1551;674;1577;1077;19883;485;130;235;120;75.25773196;24.74226804;26.80412371;48.45360825;24.74226804;55;110;145;17.74193548;35.48387097;46.77419355;1577;80;80;90.78871618;4.605641911;4.605641911;CADRE_EN_MASSE;OUVRIER_EN_MASSE
REVEL;31451;556;447;109;;130;110;20;17550;;14850;2700;96373;56253;-40120;4.063636364;4.276923077;0.213286713;548.5909091;577.3846154;28.79370629;5.330935252;22.8;20.14285714;2.657142857;35.65569404;1508;9387;4447;9464;6681;18751;3347;1475;1111;761;77.26322079;22.73677921;44.06931581;33.19390499;22.73677921;190;454;622;15.00789889;35.86097946;49.13112164;9464;665;1141;83.97515528;5.900621118;10.1242236;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-ALBAN-SUR-LIMAGNOLE;48132;103;0;103;;25;0;25;3375;;0;3375;19710;0;-19710;0;4.12;4.12;0;556.2;556.2;0;0;14.5;-14.5;36.45833333;171;1344;614;1279;916;20552;490;239;134;117;76.12244898;23.87755102;48.7755102;27.34693878;23.87755102;5;70;70;3.448275862;48.27586207;48.27586207;1279;164;153;80.13784461;10.27568922;9.586466165;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CONDOM;32107;232;130;102;;35;43;-8;4725;;5805;-1080;54873;17986;-36887;3.023255814;6.628571429;3.605315615;408.1395349;894.8571429;486.717608;2.212643678;14.66666667;9.6;5.066666667;31.13386979;1231;6835;3213;6627;4747;17986;2128;1029;464;635;70.15977444;29.84022556;48.35526316;21.80451128;29.84022556;60;216;373;9.244992296;33.28197227;57.47303544;6627;416;844;84.02434386;5.274502346;10.7011538;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ANDUZE;30010;231;145;86;;23;16;7;3105;;2160;945;34469;17194;-17275;9.0625;10.04347826;0.980978261;1223.4375;1355.869565;132.4320652;0.862914863;8.666666667;9.5;-0.833333333;27.10580006;511;3431;1600;3138;2285;17194;930;294;399;237;74.51612903;25.48387097;31.61290323;42.90322581;25.48387097;35;191;189;8.43373494;46.02409639;45.54216867;3138;154;252;88.54401806;4.34537246;7.110609481;CADRE_EN_MASSE;OUVRIER_EN_MASSE
